1 X,1 Y,2 X,2 Y
6.793484537856543e-11,0.9965280663253765,6.793484537856543e-11,0.007372145204939187
6.847049128027393e-11,0.997471086089658,6.847049128027393e-11,0.005783242275936478
6.900186496532265e-11,0.9981174896424001,6.900186496532265e-11,0.004472975567702759
6.952031613839118e-11,0.9985699281296428,6.952031613839118e-11,0.003443623568615329
7.006333054810807e-11,0.9989126931038472,7.006333054810807e-11,0.002601916584740015
7.076773430747901e-11,0.999229644829582,7.076773430747901e-11,0.001813845823033212
7.127724827887565e-11,0.9993901663262448,7.127724827887565e-11,0.001413640661824912
7.179493708033387e-11,0.9995144772435985,7.179493708033387e-11,0.001106740857552485
7.229269242465724e-11,0.9996017539569814,7.229269242465724e-11,0.0008800760448723068
7.285541255935167e-11,0.9996775605211384,7.285541255935167e-11,0.000687569466688755
7.336374236777653e-11,0.999726692084236,7.336374236777653e-11,0.0005605521237958572
7.386683946146e-11,0.9997661161580796,7.386683946146e-11,0.0004705094243202192
7.444352961594605e-11,0.9997976782602285,7.444352961594605e-11,0.0003973678628863837
7.49312253907543e-11,0.9998194932156216,7.49312253907543e-11,0.0003547409206794908
7.543680536314698e-11,0.9998343095349879,7.543680536314698e-11,0.0003219398210082075
7.592367941085121e-11,0.9998470712834019,7.592367941085121e-11,0.0002992127111153692
7.642183460207289e-11,0.9998546329559599,7.642183460207289e-11,0.0002811401470172797
7.695807510711143e-11,0.9998628441643718,7.695807510711143e-11,0.000267443162035984
7.749452378816685e-11,0.9998666952877073,7.749452378816685e-11,0.0002568616556359958
7.801774926301202e-11,0.9998715484776266,7.801774926301202e-11,0.0002499760404121309
7.855503807361578e-11,0.9998730259195083,7.855503807361578e-11,0.00024409142312947
7.925008183978323e-11,0.999876690791948,7.925008183978323e-11,0.0002393373197792778
7.976348097353764e-11,0.9998767006269209,7.976348097353764e-11,0.0002362470937524549
8.027575628751104e-11,0.9998788396604155,8.027575628751104e-11,0.0002345554897312237
8.077466228010596e-11,0.9998782761538627,8.077466228010596e-11,0.0002326592314373837
8.132874706431084e-11,0.9998800463242793,8.132874706431084e-11,0.0002317737861919707
8.184225086022482e-11,0.9998791957889254,8.184225086022482e-11,0.0002305446296952802
8.234860065758416e-11,0.9998806915071592,8.234860065758416e-11,0.0002302900446088054
8.291784663971884e-11,0.9998796959391936,8.291784663971884e-11,0.0002293963969170563
8.340425262845912e-11,0.9998810590771364,8.340425262845912e-11,0.0002294455151110012
8.391673058454259e-11,0.9998799541372421,8.391673058454259e-11,0.0002288152703500473
8.439788362955913e-11,0.9998812521545839,8.439788362955913e-11,0.0002290117936313054
8.489814521302537e-11,0.9998801057801597,8.489814521302537e-11,0.0002284994791038791
8.542663591542464e-11,0.9998813860910397,8.542663591542464e-11,0.0002287694347150422
8.597464581705021e-11,0.9998802386168071,8.597464581705021e-11,0.0002283158015860453
8.650601667136396e-11,0.9998814773358475,8.650601667136396e-11,0.0002286319000745983
8.703588377419096e-11,0.9998802144827583,8.703588377419096e-11,0.0002282025910837586
